uid,latitude,longitude,date,cyanobacteria_density
tyqn,35.385281,-104.186115,2015-03-25,3.4817474
tyqx,35.74,-79.02,2021-05-24,246.526
tyqy,41.0491,-121.762,2021-07-21,2180.0
tyrh,36.18,-79.05343259,2018-08-29,3313.623
tyrj,35.68836,-78.69872406,2016-08-31,2.469
tyrv,35.66256685,-79.24424742,2019-07-02,6.574
tysb,44.78814,-93.91278,2017-08-24,1551.77
tysk,35.65580672,-79.25680363,2014-02-25,1.614
tyso,41.977778,-81.756944,2018-08-12,15.48720833
tysw,35.64582622,-79.27534134,2019-02-19,1.108
tytp,38.04947082,-99.82700111,2019-09-16,140.175
tyuo,35.85815736,-78.74296807,2013-04-10,92.418
tyup,38.41404028,-86.6678775,2020-07-27,247.9
tyvn,35.89713347,-79.0549132,2015-12-07,37.643
tywa,37.2639,-120.906,2015-10-13,7612.5
tywh,35.63331732,-79.29857527,2015-10-12,1483.88
tyyh,37.1145,-120.89,2014-09-09,8055.0
tyyp,36.06,-78.76,2018-06-27,98.217
tyzk,46.77485,-86.554033,2017-08-29,1.523158566
tzal,38.72020003,-75.08008333,2020-08-13,10.0
tzbd,39.79722,-76.04278,2017-09-07,1846.667
tzbf,34.6766,-120.553,2014-02-28,5902.5
tzbr,35.99,-76.61,2017-07-20,45.383
tzcx,41.935,-81.478333,2013-04-03,4.88594751
tzcy,32.8392,-117.024,2013-09-18,2676.25
tzdd,35.71547685,-79.14597284,2016-06-08,17.79
tzed,38.1526,-121.501,2018-08-21,2526.809
tzen,42.49864,-77.12653,2017-08-23,66.511
tzep,37.4363,-120.036,2020-04-14,5870.0
tzet,35.85703932,-78.73401984,2019-07-15,0.581
tzeu,41.707665,-73.382964,2017-08-03,52.65
tzev,35.69096472,-79.19150146,2018-12-06,118.603
tzfb,35.72066671,-79.13633323,2014-06-04,4.149
tzgr,35.8944626,-79.03353688,2015-04-22,1.803
tzhe,35.88617047,-78.96717087,2018-07-11,13.361
tzhl,35.71576961,-79.14542907,2013-09-17,8.384
tzib,35.487,-79.06198466,2016-08-24,6.697
tzil,40.4189,-122.214,2018-08-22,7790.0
tzjd,41.29195,-80.1827,2019-06-20,54934.0
tzjw,34.2,-77.93,2021-08-23,82.231
tzki,40.40705,-76.07799,2020-07-30,247.933
tzlg,34.965,-79.08264802,2016-06-15,1.307
tzli,42.027378,-78.967089,2017-10-24,56.75083333
tzmk,35.64803524,-79.27123833,2017-08-16,135.97
tznw,35.95,-79.242,2013-08-05,85.558
tzpd,35.70602863,-79.16352187,2016-06-22,0.498
tzpf,41.69487,-80.0944,2019-08-22,97.533
tzpt,35.69322697,-79.18729958,2017-05-17,34.984
tzqx,35.48,-76.82,2018-04-12,5.809
tzrn,35.89443154,-79.03328832,2015-03-24,18.153
tzsq,44.88032,-99.74593,2017-06-19,603.745
tzsr,35.50583,-79.09742876,2016-06-22,371.057
tzvy,40.4189,-122.214,2014-07-17,7152.5
tzxc,35.66568,-79.04843977,2015-09-23,120.526
tzxy,39.3092,-121.595,2014-04-16,5640.0
tzyh,38.51586531,-95.73903003,2018-09-04,151.515
tzyt,37.1366,-120.762,2014-08-12,6002.5
tzzf,39.16522,-96.91105,2017-06-19,4953.375
tzzu,38.3777,-121.542,2019-12-02,421.5
uabq,39.90295,-98.03965,2015-07-13,116.55
uaco,35.69391895,-79.18601429,2016-11-21,19.301
uacv,35.84,-79.0,2017-08-21,1036.927
uado,36.17,-79.07157483,2018-06-28,3.287
uadt,35.66634614,-79.23722781,2017-05-17,415.352
uaex,39.21067,-96.97298,2017-08-21,295.47
uagf,40.305497,-75.187012,2018-08-28,0.0
uagt,35.6896606,-79.19392372,2019-09-04,8.506
uail,37.9893,-121.463,2016-04-19,2380.2665
uakp,38.38889,-97.09306,2015-07-13,12.285
uall,35.79,-79.03118734,2020-01-09,2.178
ualm,41.55443,-75.70577,2021-09-21,65.333
ualo,36.9893,-121.533,2019-05-29,6515.0
ualq,35.71010068,-79.15595849,2016-07-13,4.066
uals,35.72654855,-79.12540834,2014-08-12,17.645
uama,36.7489,-120.513,2016-03-08,4210.0
uamc,37.8208,-121.5,2014-07-15,895.3025
uapo,37.8817,-121.249,2015-09-15,3510.272
uaqd,35.90725794,-79.13594437,2020-07-15,9.44
uaqp,36.055,-78.763,2014-10-28,238.588
uaqs,36.3559,-119.279,2018-06-21,1202.25
uarm,33.4779,-117.142,2017-02-19,3937.5
uaro,37.4583,-120.967,2014-06-10,1002.767
uaso,38.31806,-96.99139,2021-05-17,12.463
uata,34.4395,-119.854,2017-09-28,5920.0
uatk,41.632492,-80.440413,2016-08-24,26.75933333
uatw,41.003574,-81.060687,2017-08-01,73.41860465
uavn,35.6545026,-79.25922589,2014-08-25,32.967
uavt,40.418115,-76.592919,2018-05-22,0.0
uawf,35.87235025,-78.85656084,2019-06-11,11.872
uawo,35.87607705,-78.88638826,2021-06-17,19.364
uawt,35.88483503,-78.95648271,2017-10-18,121.991
uawv,36.12,-78.91223869,2018-05-21,1.565
uawz,38.9725,-94.67293,2021-10-04,283.373
uaxi,39.09447,-96.90462,2015-08-03,411.705
uaxz,35.63879994,-79.28839189,2015-02-11,4.901
uayw,35.90514609,-79.11904216,2019-08-22,149.439
uazi,36.055,-78.763,2015-12-01,19.627
uban,35.6561261,-79.25621042,2013-11-06,64.4
ubba,37.5582,-121.164,2018-05-08,5237.5
ubbb,41.5726,-75.70775,2021-07-26,255.933
ubbm,37.6106,-121.229,2014-07-08,5300.0
ubbx,39.08555,-96.94028,2015-08-03,187.425
ubcl,35.48,-76.82,2017-05-08,6.971
ubcz,37.0062,-120.6,2016-11-01,5282.5
ubdb,44.868638,-93.524033,2013-08-19,2.899
ubde,35.65934648,-79.25022892,2021-04-28,2.504
ubeh,41.80687,-77.1974,2019-08-05,0.0
ubek,35.63744259,-79.29091302,2015-08-06,16.081
ubfu,35.68836,-78.69201289,2016-06-22,6.535
ubfv,37.1366,-120.762,2018-06-12,6825.0
ubig,35.66770349,-79.23470668,2016-09-20,49.154
ubij,41.83487,-73.14888,2015-07-16,1.8954
ubjd,35.87430682,-78.87222023,2020-07-15,2.641
ubjj,35.71483809,-79.14715925,2016-08-24,25.357
ubjm,40.77949407,-85.63747222,2017-08-14,202.49
ubjo,43.596667,-78.801667,2013-08-12,0.135706211
ubka,38.307,-121.794,2014-07-15,10277.5
ubkr,39.21067,-96.97298,2017-07-31,1025.955
ubkx,35.64957889,-79.26837116,2016-10-18,18.364
ublh,40.921798,-79.276664,2017-07-12,5.486282353
ubly,37.66,-120.875,2015-10-13,6867.7235
ubmc,35.61133,-78.98009608,2016-07-27,928.974
ubme,35.888655,-78.98705581,2019-09-14,134.19
ubna,35.79,-79.03677337,2021-06-17,99.626
ubpi,40.07143,-75.72311,2021-08-25,474.667
ubpm,35.38212,-103.49741,2015-03-24,1.297634184
ubpr,35.794,-79.01215529,2015-02-11,0.036
ubpu,35.88489715,-78.95697983,2017-10-18,49.377
ubql,37.3978,-120.96,2013-10-15,2012.282
ubrm,35.98,-78.78845489,2018-03-28,34.68
ubro,35.70248888,-79.17009658,2013-04-10,1.598
ubrw,35.62921865,-79.30618809,2014-12-30,8.602
ubsm,36.7518,-121.742,2013-05-29,3880.0
ubth,36.055,-78.763,2013-09-11,363.433
ubwa,35.62607812,-79.31202129,2016-05-09,30.679
ubwn,44.0685677,-69.28787409,2017-08-10,6.05
ubwz,36.7605,-119.513,2013-04-15,153.925
ubxe,39.89305,-98.0676,2019-08-13,185.535
ubxj,41.70028,-80.10139,2020-08-03,155.333
ubyd,38.27,-121.477,2021-04-28,5080.0
ubyy,35.90294107,-79.10139427,2018-08-09,132.157
ubzv,35.74,-79.02,2021-12-02,66.7
ucav,37.4125,-120.759,2017-11-07,3096.6965
ucbt,36.06,-78.76,2019-10-09,767.964
ucby,37.4806,-121.031,2013-03-12,966.9455
uccx,35.66892776,-79.23243272,2016-03-03,65.353
ucdr,46.06919,-89.34555,2017-07-26,219.489
ucef,35.6789615,-79.21379614,2018-04-11,5.809
ucfz,36.13,-79.06900427,2021-09-15,706.533
ucgt,37.2953,-120.85,2014-02-10,4845.0
ucib,35.976,-78.75365623,2016-01-26,0.182
ucjb,34.4384,-119.906,2013-09-18,4945.0
ucjh,44.878889,-93.490833,2013-08-01,0.634
ucjm,35.89750615,-79.05789594,2016-04-06,2.641
uckj,41.91411,-72.70472,2019-08-14,85.293
ucld,35.794,-79.02080622,2016-12-13,4.022
ucna,36.7081,-121.6,2017-09-27,3677.5
ucnc,35.64039682,-79.28542585,2021-11-08,36.064
ucnm,35.0164,-120.586,2015-03-16,3335.0
ucnn,39.21155,-97.00559,2017-08-14,108.045
ucny,34.9354,-120.356,2018-01-09,3445.0
ucod,36.04,-76.6,2017-06-22,478.575
ucoo,35.89176067,-79.011912,2021-04-28,1.614
ucpc,35.63094861,-79.30297489,2015-07-23,138.996
ucpd,47.513167,-90.148667,2019-08-24,3.642292851
ucqi,34.93,-77.1,2019-06-24,1.507
ucqz,44.878889,-93.490833,2013-09-05,0.46
ucrb,38.72020003,-75.08008333,2018-07-05,118.8000011
ucrh,41.593063,-78.511189,2014-05-07,0.024591058
ucrs,38.2399,-121.565,2015-02-07,8352.5
ucsh,32.9425,-117.083,2015-05-14,3424.75
ucso,36.7518,-121.742,2018-04-24,7042.5
ucsr,41.69783,-73.37084,2016-05-26,0.0
ucti,36.7085,-121.749,2020-03-18,4237.5
ucwm,35.98,-78.81256539,2019-10-09,236.721
ucxg,39.21155,-97.00559,2014-09-02,19879.65
ucxi,39.309992,-80.034025,2015-07-17,0.344274809
ucyh,37.0062,-120.6,2015-07-14,6145.0
udac,42.19033333,-82.1866667,2019-08-09,14.20887774
udak,35.86408918,-78.79044338,2015-05-06,0.505
udba,39.3992,-99.42481,2018-08-20,498.015
udbm,35.794,-79.01744472,2016-01-27,1.452
udcv,35.84,-79.0,2017-09-20,1084.852
udcz,41.84052,-72.10979,2017-08-31,42.48
udeh,38.9725,-94.67293,2013-09-17,11.34
udex,35.98,-78.8138082,2019-11-20,113.278
udfr,37.90785,-114.2679,2017-06-07,31.717
udha,35.66466941,-79.24034214,2018-05-09,4.07
udhn,35.742,-79.20852443,2015-07-07,32.478
udhs,36.13,-79.11245666,2019-07-01,91.784
udia,37.2953,-120.85,2015-04-29,1999.1665
udie,35.65673824,-79.25507344,2013-08-07,2.759
udiv,41.59581,-75.33125,2017-08-09,232.8
udix,35.84,-79.05936466,2020-05-19,1.743
udjl,39.16522,-96.91105,2014-09-15,777.735
udkb,39.21155,-97.00559,2015-10-05,265.23
udkd,35.64265907,-79.28122397,2020-06-10,135.776
udkh,35.79,-79.02703489,2018-08-09,324.584
udkq,35.87436894,-78.87271736,2020-07-15,1.32
udlg,35.79,-79.03642733,2021-06-17,13.278
udlm,41.444207,-72.768904,2020-09-03,723.411
udme,37.5582,-121.164,2016-06-14,5737.5
udnc,40.03031,-76.51,2017-05-24,213.333
udns,37.4271,-120.674,2015-02-10,3236.726
udrj,35.61133,-78.98283026,2016-08-31,52.282
udrl,36.05,-76.7,2020-08-10,0.944
udsf,37.546,-121.955,2015-07-07,5187.5
udva,38.1526,-121.501,2021-08-17,2660.3255
udwf,37.7475,-97.26444,2015-10-26,1590.75
udxa,36.8754,-121.561,2014-04-23,7290.0
udyg,34.21,-78.92416966,2018-08-07,1.936
udzx,35.88067344,-78.92317542,2015-11-12,2.905
ueap,37.2141,-120.561,2013-11-12,4093.1855
ueay,37.2616,-120.906,2021-03-19,4517.5
uebh,37.6106,-121.229,2020-09-08,6270.0
uece,35.794,-79.01106775,2014-09-22,53.25
uedj,35.90791013,-79.14116417,2020-10-22,223.651
ueeh,38.1156,-121.494,2013-12-17,3907.565
uefa,35.71451872,-79.14775246,2016-09-15,2.178
uefd,34.97,-79.08413104,2021-05-25,4.647
uefr,35.0164,-120.586,2017-09-27,5340.0
ueia,35.89328245,-79.02409153,2021-11-08,564.21
ueix,36.7254,-121.65,2021-01-28,3812.5
uekd,34.9339,-120.558,2019-02-26,335.0
uekt,36.16894,-79.07068502,2013-07-11,43.084
uekx,35.64023713,-79.28572246,2021-12-02,0.484
uele,35.65436,-79.01564043,2016-10-05,21.784
uens,42.516667,-79.893333,2014-04-25,0.684582149
ueoz,34.9454,-120.417,2014-08-25,4348.75
ueph,40.073179,-76.894562,2018-08-20,45.6
uepj,35.79,-79.02401943,2017-10-18,8.714
uepu,35.87787834,-78.90080485,2015-01-27,1.66
ueqd,33.157503,-107.187781,2014-07-23,2.997307026
ueqm,35.69461093,-79.18472901,2016-07-19,3.757
ueqt,41.55443,-75.70577,2021-06-14,61.333
ueqv,33.01464,-83.02665,2017-07-26,20.43
uera,35.91048784,-79.1617948,2013-05-01,23.946
uese,34.279,-118.905,2019-11-27,1764.15
uesj,36.4863,-121.47,2018-09-18,6735.0
uetm,35.79,-79.03405451,2020-09-24,70.678
ueui,32.80180318,-94.5835357,2018-08-22,978.3667613
ueuo,33.3981,-117.263,2019-06-18,3883.916667
ueut,35.8914501,-79.00942638,2020-12-10,193.153
uevm,39.61525,-84.96614444,2021-05-18,1280.036
uexo,35.89030101,-79.00022959,2020-06-10,68.785
uexz,41.819755,-72.42274,2020-05-27,5.4756
ueyh,37.4363,-120.036,2014-07-08,6865.0
ueym,41.80603,-77.19818,2021-07-06,0.667
ueyp,34.446,-119.876,2015-08-27,685.0
uezg,35.66690505,-79.2361897,2017-02-14,0.218
uezj,35.68,-79.10968836,2021-09-08,25.052
uezy,45.63885,-97.34191,2017-07-25,4215.18
ufbe,35.88253684,-78.93808913,2016-10-18,387.758
ufbf,35.70294133,-79.1692562,2014-07-15,106.742
ufck,35.87520747,-78.87942853,2020-12-10,0.594
ufcx,35.65572688,-79.25695193,2014-02-25,18.922
ufdw,40.41181,-76.08818,2020-10-14,17413.333
ufdy,43.716667,-78.026667,2013-08-12,14.30133067
ufek,37.7025,-121.177,2015-04-15,1896.560083
ufez,35.70727952,-79.16119848,2016-08-24,0.726
uffi,40.03003,-77.30035,2019-08-28,74.667
ufga,33.513,-117.269,2013-05-29,1968.25
ufgf,34.965,-79.083785,2016-09-22,1.245
ufio,34.9576,-120.631,2021-04-22,5807.5
ufiq,47.370167,-90.851833,2018-08-25,4.000406733
ufiv,35.68689267,-79.19906484,2021-08-05,0.807
ufjz,46.59082,-88.08687,2017-09-14,157.21
uflc,35.87669819,-78.8913595,2021-10-12,41.456
uflg,34.9638,-120.642,2018-01-11,5962.5
uflo,37.4053,-121.023,2021-10-26,5605.0
ufmc,42.64691,-72.2185,2017-08-14,67.24
ufob,41.965,-82.041667,2014-08-14,8.967831111
ufof,35.65436,-79.01017207,2016-08-10,12.586
ufpf,35.3207,-120.806,2021-04-20,4620.0
ufpr,35.67928088,-79.21320294,2018-02-21,33.475
ufpu,37.6667,-120.898,2018-01-10,3080.414
ufrh,36.028,-78.716,2015-06-11,78.765
ufsl,36.6039,-119.467,2018-07-16,5775.0
ufsz,38.2249,-121.534,2020-02-13,2022.0
ufvo,39.61525,-84.96614444,2018-06-11,444.814
ufwb,38.0455,-121.469,2016-02-18,1292.5955
ufww,38.2035,-98.20245,2017-06-13,2719.671
ufxa,38.51613412,-95.70697032,2019-08-12,784.35
ufxf,41.693325,-80.07708,2014-07-29,51.045
ugad,34.73,-76.73,2020-03-03,0.726
ugan,40.926462,-79.290859,2016-08-26,0.1409375
ugaw,36.15,-79.10701893,2020-09-23,3.389
ugbd,41.409081,-72.52544,2015-08-10,7.371
ugbh,47.258933,-86.347717,2017-08-24,0.433220413
ugbr,37.7054,-120.896,2013-07-09,6076.394
ugcn,35.68239479,-79.20741917,2016-06-07,359.439
ugdh,42.516667,-79.893333,2017-08-14,19.87419714
ugdj,35.74,-79.02,2019-05-16,282.403
ugee,35.85793996,-78.74122813,2014-07-15,3.413
ugfp,35.68836,-78.69797837,2016-08-24,19.136
uggw,40.979795,-81.14802,2014-06-19,18.35366541
ugim,36.7518,-121.742,2015-12-14,6435.0
ugio,41.381236,-80.741694,2018-07-03,0.870833333
ugjb,35.65325171,-79.26154928,2015-05-06,64.384
ugji,39.42401,-75.68735,2017-06-19,627.312
ugkb,35.4417,-119.549,2013-07-23,737.75
ugkf,37.2639,-120.906,2020-01-22,5502.5
ugkt,37.6003,-121.224,2016-08-09,6250.0
ugku,47.258933,-86.347717,2016-04-16,0.209416497
ugmp,40.456103,-79.453608,2015-09-23,0.236745407
ugnb,35.60595,-78.99426411,2016-09-15,33.039
ugni,36.7254,-121.65,2018-12-05,935.51775
ugoe,36.06,-78.76,2019-04-17,7.515
ugpm,41.55087787,-86.36162603,2018-06-18,13.745
ugpq,45.91065887,-84.32854622,2017-08-08,0.147870633
ugqa,35.86738119,-78.81679094,2016-07-19,5.809
ugqe,35.1245,-120.569,2018-12-02,7127.5
ugqj,38.1602,-121.206,2015-06-16,647.8085
ugra,35.64537377,-79.27618172,2019-05-16,4.772
ugrh,41.946667,-83.045,2013-08-09,11.86085898
ugvj,35.89719558,-79.05541033,2015-12-07,21.958
ugvn,39.61525,-84.96614444,2021-06-28,336.649
ugxp,36.02,-76.31,2021-08-24,329.045
ugyb,35.6659203,-79.23801875,2017-07-20,30.498
ugyi,35.70336716,-79.16846526,2019-07-15,5.083
ugzb,40.70249154,-85.935575,2017-05-22,10.898
ugzz,38.9725,-94.67293,2021-06-14,121.483
uhbr,38.5901,-121.731,2013-04-17,6400.0
uhck,35.61,-78.99898678,2021-06-15,2.234
uhdw,35.794,-79.01922434,2016-06-21,88.105
uhfr,35.1245,-120.569,2020-04-20,3460.0
uhgv,37.8717,-121.526,2019-06-18,4627.2515
uhhx,35.87039368,-78.84090144,2018-04-11,1.961
uhks,35.85797102,-78.7414767,2014-07-15,19.642
uhln,37.5582,-121.164,2017-04-11,6622.5
uhnn,48.39575,-120.1849,2017-07-24,19.834
uhnv,38.31806,-96.99139,2019-06-17,172.305
uhoz,35.8613562,-78.76856994,2013-11-06,103.527
uhpo,35.84,-79.06040277,2020-07-10,76.287
uhqk,39.94672467,-95.78201304,2021-07-26,199.673
uhqt,35.63398268,-79.29733942,2015-08-06,39.04
uhrs,36.6568,-121.614,2016-08-31,4905.0
uhtg,38.76881669,-75.19656666,2017-11-08,2.0
uhtu,35.79,-79.03202772,2020-03-11,26.141
uhut,39.61525,-84.96614444,2020-07-28,1230.847
uhvz,39.1635,-122.916,2015-03-19,5720.0
uhxo,41.798303,-72.428591,2019-08-27,32.8536
uhyi,35.67520883,-79.22076632,2020-03-11,11.618
uhyl,35.68231495,-79.20756747,2016-06-07,10.166
uhzh,35.98,-78.77602679,2017-06-15,15.183
uhzo,35.65916017,-79.25057496,2021-05-24,1.053
uiab,36.7081,-121.6,2019-05-15,4845.0
uiam,44.09,-86.766667,2016-03-27,0.485233347
uiav,37.2583,-120.475,2014-06-10,4220.189
uibi,38.81808029,-95.64281938,2020-06-30,17.993
uich,38.77848333,-75.30981668,2017-08-09,3.75
uics,39.08031907,-86.43086667,2021-05-17,2.872
uicv,47.740833,-88.737,2018-08-24,0.845999257
uidp,36.028,-78.716,2013-05-14,634.888
uied,35.51,-79.09698385,2018-07-19,1.138
uieh,36.577226,-103.296392,2016-11-02,37.52087855
uifo,35.0164,-120.586,2020-03-16,4435.0
uigi,43.443333,-77.438333,2013-08-13,6.959536917
uigx,35.85992759,-78.75713609,2013-06-04,17.238
uihm,36.7081,-121.6,2013-03-26,7057.0
uiht,35.98,-78.79864592,2018-11-30,0.799
uiia,40.77949407,-85.63747222,2020-07-20,235.72
uijw,41.38667,-76.99833,2017-08-02,449.333
uioa,39.74693889,-87.07598056,2018-08-06,674.343
uipr,48.2295,-88.5455,2014-08-27,1.998221568
uirp,38.07823,-97.58333,2013-08-12,19.53
uirz,36.16,-79.10059253,2020-09-28,39.938
uism,35.88946248,-78.99351842,2020-01-09,6.1
uisu,36.50433,-89.33693,2017-09-21,90.3
uitl,36.7254,-121.73,2018-04-24,7370.0
uitz,37.2583,-120.475,2013-07-09,3529.811
uiww,35.89859,-76.00978,2016-06-20,28.804
uiyf,35.65876095,-79.25131647,2021-08-05,0.871
uiyh,35.69312051,-79.18749731,2017-05-17,8.937
ujas,35.71904321,-79.1393487,2018-07-16,1.271
ujbc,41.309091,-80.46173,2016-08-23,327.5684211
ujbw,35.61,-78.95275428,2018-07-16,2.254
ujdf,35.70200982,-79.17098639,2019-07-02,0.581
ujdj,35.90390382,-79.10909969,2019-03-19,0.145
ujdk,39.8055,-76.05611,2021-07-22,100.4
ujgb,37.2953,-120.85,2014-07-08,5107.5
ujib,39.1853,-121.704,2014-01-14,5485.0
ujio,35.478,-79.05763447,2016-08-24,93.43
ujiz,41.377266,-72.313622,2019-06-14,88.3116
ujjc,36.7025,-121.709,2013-01-30,5152.5
ujkk,37.3865,-121.969,2019-07-23,5215.0
ujkq,36.62833,-77.61589,2017-07-31,2927.61
ujky,39.74693889,-87.07598056,2019-08-05,1148.618
ujlu,35.65125561,-79.26525682,2015-12-07,1.452
ujmd,38.9353,-121.408,2018-08-21,6727.5
ujmm,35.98,-78.82375067,2020-06-24,2.244
ujnk,40.183146,-80.677152,2018-09-18,0.980434783
ujno,37.3204,-120.983,2019-04-09,7980.0
ujnq,35.64303168,-79.2805319,2020-03-11,9.204
ujoe,35.794,-79.02065792,2016-12-13,46.92
ujpn,41.788333,-81.945,2017-04-05,5.195663108
ujpv,36.8905,-121.801,2020-04-29,5975.0
ujpw,37.2616,-120.906,2015-02-10,7130.0
ujpy,36.13,-79.11136912,2020-07-23,13.071
ujqs,42.19033333,-82.1866667,2019-04-21,0.770791936
ujqv,37.3609,-120.549,2021-05-12,2536.5785
ujtc,35.7170205,-79.14310567,2018-07-30,1.017
ujtp,35.44,-78.87545154,2019-08-14,4.302
ujtr,34.4168,-119.544,2018-01-17,4655.0
ujvg,35.72487183,-79.12852268,2018-08-06,2.681
ujwq,35.06,-79.11715288,2020-12-09,1.291
ujxb,36.32683,-79.07286011,2013-09-23,1.743
ujxc,35.47727,-78.88887388,2016-07-29,722.944
ujxd,41.5461,-124.0725,2018-08-22,0.5
ujxq,38.0455,-121.469,2017-03-21,1481.4725
ujyo,35.34306,-103.44917,2014-11-06,4.848584895
ujyy,35.63023001,-79.3043096,2015-11-12,2.974
ukbl,44.851794,-93.541609,2013-07-10,2.728
ukbq,37.2486,-120.851,2015-03-10,3122.5
ukbx,41.788333,-81.945,2014-04-24,3.740966584
ukdh,36.055,-78.763,2016-12-14,66.848
ukef,35.71763264,-79.1419687,2018-08-28,13.524
ukeu,33.8892,-117.562,2019-12-04,3550.0
ukfm,40.72010333,-85.1058325,2018-07-16,21.348
ukgd,35.90182303,-79.09244604,2018-02-21,291.684
ukgw,36.7254,-121.73,2015-12-14,5142.5
ukhl,41.37989,-75.3162,2019-09-04,227.6
ukja,39.07775,-96.9059,2016-10-17,26.46
ukjy,36.2263,-120.118,2017-02-08,2220.698
ukkb,38.76866665,-75.31788333,2016-09-14,177.0999985
uklg,40.72010333,-85.1058325,2019-07-01,504.722
uklk,35.70022663,-79.17429846,2013-08-21,0.726
uklv,46.16806,-69.00125,2017-08-14,501.0
ukmd,35.72322172,-79.13158758,2018-06-07,1.13
uknp,34.9552,-120.487,2013-03-28,1059.25
ukpi,35.91272392,-79.17969126,2014-02-25,26.91
ukpj,39.93622,-76.43872,2017-05-24,174.467
ukqr,35.72612272,-79.12619928,2019-08-14,2.12
ukrn,35.65570026,-79.25700136,2014-03-19,49.335
ukry,35.8807045,-78.92342398,2015-11-12,48.409
uksz,35.79,-79.02925942,2019-05-16,16.044
uktt,35.976,-78.71164927,2013-04-24,2.599
ukug,35.60595,-78.99277274,2016-08-31,1027.245
ukww,35.794,-79.01749415,2016-01-27,23.164
ukyk,35.6621144,-79.2450878,2019-09-04,36.158
ukyo,35.67502253,-79.22111236,2020-05-15,2.42
ulap,35.62754193,-79.30930242,2015-07-23,146.68
ulbe,38.9695,-94.7582,2021-09-20,81.863
ulcf,36.9807,-122.017,2017-09-06,571.3066663
ulcw,37.6756,-121.264,2016-01-19,1875.51333
uldo,35.68836,-78.696487,2016-08-10,3.631
uldq,35.88,-79.12402419,2019-07-17,227.282
uleb,35.71922952,-79.13900266,2018-06-11,9.694
uleq,42.14739,-79.76872,2017-07-19,562.667
uler,35.85621,-78.03021,2017-06-13,4048.5
ulfo,36.01,-78.963691,2018-08-22,3.388
ulgn,35.64313813,-79.28033416,2020-03-11,18.533
ulhi,39.67322999,-95.51803235,2021-08-02,77.142
uliu,35.86582835,-78.80436285,2015-10-12,3.602
ulji,38.36472,-97.10194,2015-07-06,10.395
uljz,35.63478112,-79.2958564,2015-05-20,0.501
ullh,40.70249154,-85.935575,2019-08-19,343.564
ulnc,34.4384,-119.906,2020-03-18,4212.5
ulnf,41.840964,-79.009164,2014-10-13,0.466551724
ulng,36.424,-79.07597445,2014-08-26,42.324
ulnh,35.74,-79.02,2021-06-17,399.085
ulnp,35.64901998,-79.26940927,2017-02-14,76.698
ulnt,35.91455626,-79.19435641,2014-09-22,2.905
ulny,35.63004371,-79.30465564,2016-03-03,1.461
ulod,34.446,-119.876,2013-09-18,2037.5
uloe,37.3097,-120.788,2021-06-15,1344.6995
ulqe,37.1366,-120.762,2020-06-09,5782.5
ulqv,35.794,-79.01724698,2015-12-07,4.225
ulre,41.18277,-80.759996,2019-11-06,0.029361979
ulto,35.7266284,-79.12526004,2019-09-17,7.407
ulub,35.90495975,-79.11755079,2019-08-22,20.332
ulvq,35.0228,-120.586,2015-08-26,3245.0
ulvx,35.84,-79.0597107,2020-05-19,31.369
ulwi,37.4555,-120.722,2015-08-11,1325.1605
ulxp,35.64971196,-79.26812399,2016-08-10,4.872
ulyk,36.158,-79.09876347,2015-05-18,1.878
ulzk,38.2408,-121.152,2021-01-28,3787.0745
ulzt,35.91086052,-79.16477754,2013-06-04,42.228
umac,40.090275,-76.873132,2018-05-21,0.0
umam,35.65024425,-79.26713531,2016-06-07,104.201
umbf,39.02235564,-86.48165556,2021-07-12,23.018
umca,41.501567,-72.224735,2015-08-04,29.2734
umcb,36.18,-79.05288882,2018-05-30,1.002
umcu,41.69472,-80.09417,2020-09-14,763.733
umdh,36.8739,-121.745,2021-12-13,6221.5
umdv,35.86849923,-78.82573917,2017-02-14,13.071
umey,42.038186,-78.908886,2015-09-10,40.11605505
umez,36.794726,-108.102782,2017-10-17,0.045695909
umgg,35.86831289,-78.8242478,2016-12-13,1.232
umgx,38.140694,-97.768806,2021-08-09,93.539
umhc,35.65064347,-79.2663938,2016-05-09,104.274
umih,37.2764,-120.954,2014-07-08,2420.0
umiq,39.077955,-96.88081,2019-08-26,1562.4
umis,48.558833,-86.381117,2016-08-24,12.57113536
umlb,47.4213,-122.1878,2017-06-28,173.339
umlp,35.154,-78.72432593,2014-08-13,9.198
ummo,35.71161772,-79.15314076,2016-08-24,8.068
ummt,35.8,-79.04072808,2017-12-06,1526.344
umne,36.39,-78.92988659,2019-08-26,1.961
umni,36.9767,-121.51,2014-08-27,6807.5
umnq,38.1156,-121.494,2014-12-04,2380.2665
umns,36.9599,-121.535,2020-04-28,7005.0
umny,35.61,-79.00271521,2021-09-13,37.84
umoo,35.7001734,-79.17439733,2013-08-21,1.743
umop,35.88520771,-78.95946545,2018-02-21,2.905
umoz,41.965,-82.041667,2015-08-11,55.54323968
umph,39.21067,-96.97298,2015-11-02,209.79
umpk,37.4053,-121.023,2019-07-09,6435.0
umqb,36.7593,-121.755,2019-12-03,6040.0
umqu,40.37373,-79.38023,2020-08-24,0.0
umqx,40.70249154,-85.935575,2020-05-19,13.296
umrs,32.8168,-117.223,2013-10-10,3120.5
umtj,35.65,-78.68579884,2021-07-13,48.409
umuw,35.7230088,-79.13198305,2018-08-27,71.404
